model_name,method,context_length,evidence_position,failure_type,count,n,rate
qwen2.5:14b,direct,4000,pos_04,evidence_selection_failure,4,80,0.05
qwen2.5:14b,direct,4000,pos_04,success,32,80,0.4
qwen2.5:14b,direct,4000,pos_05,answer_conversion_failure,36,80,0.45
qwen2.5:14b,direct,4000,pos_05,evidence_integration_failure,6,80,0.075
qwen2.5:14b,direct,4000,pos_05,evidence_selection_failure,4,80,0.05
qwen2.5:14b,direct,4000,pos_05,success,34,80,0.425
qwen2.5:14b,direct,4000,pos_06,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,direct,4000,pos_06,evidence_integration_failure,5,80,0.0625
qwen2.5:14b,direct,4000,pos_06,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,direct,4000,pos_06,success,35,80,0.4375
qwen2.5:14b,direct,4000,pos_07,answer_conversion_failure,42,80,0.525
qwen2.5:14b,direct,4000,pos_07,evidence_integration_failure,9,80,0.1125
qwen2.5:14b,direct,4000,pos_07,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,direct,4000,pos_07,success,28,80,0.35
qwen2.5:14b,direct,4000,pos_08,answer_conversion_failure,38,80,0.475
qwen2.5:14b,direct,4000,pos_08,evidence_integration_failure,7,80,0.0875
qwen2.5:14b,direct,4000,pos_08,success,35,80,0.4375
qwen2.5:14b,direct,4000,pos_09,answer_conversion_failure,34,80,0.425
qwen2.5:14b,direct,4000,pos_09,evidence_integration_failure,5,80,0.0625
qwen2.5:14b,direct,4000,pos_09,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,direct,4000,pos_09,success,40,80,0.5
qwen2.5:14b,direct,8000,pos_00,answer_conversion_failure,10,80,0.125
qwen2.5:14b,direct,8000,pos_00,evidence_integration_failure,18,80,0.225
qwen2.5:14b,direct,8000,pos_00,evidence_localization_failure,50,80,0.625
qwen2.5:14b,direct,8000,pos_00,evidence_selection_failure,2,80,0.025
qwen2.5:14b,direct,8000,pos_01,answer_conversion_failure,12,80,0.15
qwen2.5:14b,direct,8000,pos_01,evidence_integration_failure,18,80,0.225
qwen2.5:14b,direct,8000,pos_01,evidence_localization_failure,50,80,0.625
qwen2.5:14b,direct,8000,pos_02,answer_conversion_failure,64,80,0.8
qwen2.5:14b,direct,8000,pos_02,evidence_integration_failure,15,80,0.1875
qwen2.5:14b,direct,8000,pos_02,success,1,80,0.0125
qwen2.5:14b,direct,8000,pos_03,answer_conversion_failure,63,80,0.7875
qwen2.5:14b,direct,8000,pos_03,evidence_integration_failure,16,80,0.2
qwen2.5:14b,direct,8000,pos_03,success,1,80,0.0125
qwen2.5:14b,direct,8000,pos_04,answer_conversion_failure,57,80,0.7125
qwen2.5:14b,direct,8000,pos_04,evidence_integration_failure,19,80,0.2375
qwen2.5:14b,direct,8000,pos_04,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,direct,8000,pos_04,success,3,80,0.0375
qwen2.5:14b,direct,8000,pos_05,answer_conversion_failure,64,80,0.8
qwen2.5:14b,direct,8000,pos_05,evidence_integration_failure,14,80,0.175
qwen2.5:14b,direct,8000,pos_05,evidence_localization_failure,1,80,0.0125
qwen2.5:14b,direct,8000,pos_05,success,1,80,0.0125
qwen2.5:14b,direct,8000,pos_06,answer_conversion_failure,47,80,0.5875
qwen2.5:14b,direct,8000,pos_06,evidence_integration_failure,1,80,0.0125
qwen2.5:14b,direct,8000,pos_06,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,direct,8000,pos_06,success,27,80,0.3375
qwen2.5:14b,direct,8000,pos_07,answer_conversion_failure,50,80,0.625
qwen2.5:14b,direct,8000,pos_07,evidence_integration_failure,4,80,0.05
qwen2.5:14b,direct,8000,pos_07,success,26,80,0.325
qwen2.5:14b,direct,8000,pos_08,answer_conversion_failure,53,80,0.6625
qwen2.5:14b,direct,8000,pos_08,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,direct,8000,pos_08,success,26,80,0.325
qwen2.5:14b,direct,8000,pos_09,answer_conversion_failure,57,80,0.7125
qwen2.5:14b,direct,8000,pos_09,success,23,80,0.2875
qwen2.5:14b,retrieve_then_read,16000,pos_00,answer_conversion_failure,33,80,0.4125
qwen2.5:14b,retrieve_then_read,16000,pos_00,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,16000,pos_00,success,44,80,0.55
qwen2.5:14b,retrieve_then_read,16000,pos_01,answer_conversion_failure,36,80,0.45
qwen2.5:14b,retrieve_then_read,16000,pos_01,evidence_integration_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,16000,pos_01,evidence_selection_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,16000,pos_01,success,36,80,0.45
qwen2.5:14b,retrieve_then_read,16000,pos_02,answer_conversion_failure,30,80,0.375
qwen2.5:14b,retrieve_then_read,16000,pos_02,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,16000,pos_02,evidence_selection_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,16000,pos_02,success,44,80,0.55
qwen2.5:14b,retrieve_then_read,16000,pos_03,answer_conversion_failure,43,80,0.5375
qwen2.5:14b,retrieve_then_read,16000,pos_03,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,16000,pos_03,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,16000,pos_03,success,34,80,0.425
qwen2.5:14b,retrieve_then_read,16000,pos_04,answer_conversion_failure,41,80,0.5125
qwen2.5:14b,retrieve_then_read,16000,pos_04,success,39,80,0.4875
qwen2.5:14b,retrieve_then_read,16000,pos_05,answer_conversion_failure,42,80,0.525
qwen2.5:14b,retrieve_then_read,16000,pos_05,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,16000,pos_05,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,16000,pos_05,success,35,80,0.4375
qwen2.5:14b,retrieve_then_read,16000,pos_06,answer_conversion_failure,34,80,0.425
qwen2.5:14b,retrieve_then_read,16000,pos_06,evidence_integration_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,16000,pos_06,evidence_selection_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,16000,pos_06,success,41,80,0.5125
qwen2.5:14b,retrieve_then_read,16000,pos_07,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,retrieve_then_read,16000,pos_07,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,16000,pos_07,evidence_selection_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,16000,pos_07,success,39,80,0.4875
qwen2.5:14b,retrieve_then_read,16000,pos_08,answer_conversion_failure,34,80,0.425
qwen2.5:14b,retrieve_then_read,16000,pos_08,success,46,80,0.575
qwen2.5:14b,retrieve_then_read,16000,pos_09,answer_conversion_failure,31,80,0.3875
qwen2.5:14b,retrieve_then_read,16000,pos_09,evidence_integration_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,16000,pos_09,success,45,80,0.5625
qwen2.5:14b,retrieve_then_read,32000,pos_00,answer_conversion_failure,41,80,0.5125
qwen2.5:14b,retrieve_then_read,32000,pos_00,evidence_selection_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,32000,pos_00,success,37,80,0.4625
qwen2.5:14b,retrieve_then_read,32000,pos_01,answer_conversion_failure,39,80,0.4875
qwen2.5:14b,retrieve_then_read,32000,pos_01,evidence_integration_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,32000,pos_01,success,36,80,0.45
qwen2.5:14b,retrieve_then_read,32000,pos_02,answer_conversion_failure,34,80,0.425
qwen2.5:14b,retrieve_then_read,32000,pos_02,evidence_integration_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,32000,pos_02,success,45,80,0.5625
qwen2.5:14b,retrieve_then_read,32000,pos_03,answer_conversion_failure,43,80,0.5375
qwen2.5:14b,retrieve_then_read,32000,pos_03,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,32000,pos_03,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,32000,pos_03,success,30,80,0.375
qwen2.5:14b,retrieve_then_read,32000,pos_04,answer_conversion_failure,40,80,0.5
qwen2.5:14b,retrieve_then_read,32000,pos_04,evidence_integration_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,32000,pos_04,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,32000,pos_04,success,30,80,0.375
qwen2.5:14b,retrieve_then_read,32000,pos_05,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,retrieve_then_read,32000,pos_05,evidence_integration_failure,7,80,0.0875
qwen2.5:14b,retrieve_then_read,32000,pos_05,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,32000,pos_05,success,37,80,0.4625
qwen2.5:14b,retrieve_then_read,32000,pos_06,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,retrieve_then_read,32000,pos_06,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,32000,pos_06,success,40,80,0.5
qwen2.5:14b,retrieve_then_read,32000,pos_07,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,retrieve_then_read,32000,pos_07,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,32000,pos_07,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,32000,pos_07,success,42,80,0.525
qwen2.5:14b,retrieve_then_read,32000,pos_08,answer_conversion_failure,40,80,0.5
qwen2.5:14b,retrieve_then_read,32000,pos_08,evidence_integration_failure,6,80,0.075
qwen2.5:14b,retrieve_then_read,32000,pos_08,evidence_selection_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,32000,pos_08,success,32,80,0.4
qwen2.5:14b,retrieve_then_read,32000,pos_09,answer_conversion_failure,38,80,0.475
qwen2.5:14b,retrieve_then_read,32000,pos_09,evidence_integration_failure,10,80,0.125
qwen2.5:14b,retrieve_then_read,32000,pos_09,success,32,80,0.4
qwen2.5:14b,retrieve_then_read,4000,pos_00,answer_conversion_failure,31,80,0.3875
qwen2.5:14b,retrieve_then_read,4000,pos_00,evidence_integration_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,4000,pos_00,evidence_selection_failure,5,80,0.0625
qwen2.5:14b,retrieve_then_read,4000,pos_00,success,43,80,0.5375
qwen2.5:14b,retrieve_then_read,4000,pos_01,answer_conversion_failure,26,80,0.325
qwen2.5:14b,retrieve_then_read,4000,pos_01,evidence_integration_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,4000,pos_01,success,53,80,0.6625
qwen2.5:14b,retrieve_then_read,4000,pos_02,answer_conversion_failure,32,80,0.4
qwen2.5:14b,retrieve_then_read,4000,pos_02,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,4000,pos_02,evidence_selection_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,4000,pos_02,success,43,80,0.5375
qwen2.5:14b,retrieve_then_read,4000,pos_03,answer_conversion_failure,40,80,0.5
qwen2.5:14b,retrieve_then_read,4000,pos_03,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,4000,pos_03,success,37,80,0.4625
qwen2.5:14b,retrieve_then_read,4000,pos_04,answer_conversion_failure,36,80,0.45
qwen2.5:14b,retrieve_then_read,4000,pos_04,evidence_integration_failure,7,80,0.0875
qwen2.5:14b,retrieve_then_read,4000,pos_04,success,37,80,0.4625
qwen2.5:14b,retrieve_then_read,4000,pos_05,answer_conversion_failure,30,80,0.375
qwen2.5:14b,retrieve_then_read,4000,pos_05,evidence_integration_failure,2,80,0.025
qwen2.5:14b,retrieve_then_read,4000,pos_05,success,48,80,0.6
qwen2.5:14b,retrieve_then_read,4000,pos_06,answer_conversion_failure,37,80,0.4625
qwen2.5:14b,retrieve_then_read,4000,pos_06,evidence_integration_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,4000,pos_06,evidence_selection_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,4000,pos_06,success,36,80,0.45
qwen2.5:14b,retrieve_then_read,4000,pos_07,answer_conversion_failure,36,80,0.45
qwen2.5:14b,retrieve_then_read,4000,pos_07,evidence_integration_failure,6,80,0.075
qwen2.5:14b,retrieve_then_read,4000,pos_07,success,38,80,0.475
qwen2.5:14b,retrieve_then_read,4000,pos_08,answer_conversion_failure,39,80,0.4875
qwen2.5:14b,retrieve_then_read,4000,pos_08,evidence_integration_failure,8,80,0.1
qwen2.5:14b,retrieve_then_read,4000,pos_08,success,33,80,0.4125
qwen2.5:14b,retrieve_then_read,4000,pos_09,answer_conversion_failure,36,80,0.45
qwen2.5:14b,retrieve_then_read,4000,pos_09,success,44,80,0.55
qwen2.5:14b,retrieve_then_read,8000,pos_00,answer_conversion_failure,35,80,0.4375
qwen2.5:14b,retrieve_then_read,8000,pos_00,evidence_integration_failure,8,80,0.1
qwen2.5:14b,retrieve_then_read,8000,pos_00,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,8000,pos_00,success,36,80,0.45
qwen2.5:14b,retrieve_then_read,8000,pos_01,answer_conversion_failure,29,80,0.3625
qwen2.5:14b,retrieve_then_read,8000,pos_01,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_01,evidence_selection_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_01,success,45,80,0.5625
qwen2.5:14b,retrieve_then_read,8000,pos_02,answer_conversion_failure,37,80,0.4625
qwen2.5:14b,retrieve_then_read,8000,pos_02,evidence_integration_failure,8,80,0.1
qwen2.5:14b,retrieve_then_read,8000,pos_02,evidence_selection_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_02,success,32,80,0.4
qwen2.5:14b,retrieve_then_read,8000,pos_03,answer_conversion_failure,33,80,0.4125
qwen2.5:14b,retrieve_then_read,8000,pos_03,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_03,success,44,80,0.55
qwen2.5:14b,retrieve_then_read,8000,pos_04,answer_conversion_failure,38,80,0.475
qwen2.5:14b,retrieve_then_read,8000,pos_04,evidence_integration_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,8000,pos_04,evidence_selection_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_04,success,35,80,0.4375
qwen2.5:14b,retrieve_then_read,8000,pos_05,answer_conversion_failure,30,80,0.375
qwen2.5:14b,retrieve_then_read,8000,pos_05,evidence_integration_failure,4,80,0.05
qwen2.5:14b,retrieve_then_read,8000,pos_05,success,46,80,0.575
qwen2.5:14b,retrieve_then_read,8000,pos_06,answer_conversion_failure,42,80,0.525
qwen2.5:14b,retrieve_then_read,8000,pos_06,evidence_integration_failure,7,80,0.0875
qwen2.5:14b,retrieve_then_read,8000,pos_06,evidence_selection_failure,1,80,0.0125
qwen2.5:14b,retrieve_then_read,8000,pos_06,success,30,80,0.375
qwen2.5:14b,retrieve_then_read,8000,pos_07,answer_conversion_failure,37,80,0.4625
qwen2.5:14b,retrieve_then_read,8000,pos_07,evidence_integration_failure,3,80,0.0375
qwen2.5:14b,retrieve_then_read,8000,pos_07,success,40,80,0.5
qwen2.5:14b,retrieve_then_read,8000,pos_08,answer_conversion_failure,42,80,0.525
qwen2.5:14b,retrieve_then_read,8000,pos_08,success,38,80,0.475
qwen2.5:14b,retrieve_then_read,8000,pos_09,answer_conversion_failure,47,80,0.5875
qwen2.5:14b,retrieve_then_read,8000,pos_09,success,33,80,0.4125
qwen3:14b,direct,16000,pos_00,answer_conversion_failure,19,80,0.2375
qwen3:14b,direct,16000,pos_00,evidence_integration_failure,23,80,0.2875
qwen3:14b,direct,16000,pos_00,evidence_localization_failure,37,80,0.4625
qwen3:14b,direct,16000,pos_00,evidence_selection_failure,1,80,0.0125
qwen3:14b,direct,16000,pos_01,answer_conversion_failure,15,80,0.1875
qwen3:14b,direct,16000,pos_01,evidence_integration_failure,22,80,0.275
qwen3:14b,direct,16000,pos_01,evidence_localization_failure,42,80,0.525
qwen3:14b,direct,16000,pos_01,evidence_selection_failure,1,80,0.0125
qwen3:14b,direct,16000,pos_02,answer_conversion_failure,16,80,0.2
qwen3:14b,direct,16000,pos_02,evidence_integration_failure,21,80,0.2625
qwen3:14b,direct,16000,pos_02,evidence_localization_failure,43,80,0.5375
qwen3:14b,direct,16000,pos_03,answer_conversion_failure,18,80,0.225
qwen3:14b,direct,16000,pos_03,evidence_integration_failure,20,80,0.25
qwen3:14b,direct,16000,pos_03,evidence_localization_failure,42,80,0.525
qwen3:14b,direct,16000,pos_04,answer_conversion_failure,10,80,0.125
qwen3:14b,direct,16000,pos_04,evidence_integration_failure,23,80,0.2875
qwen3:14b,direct,16000,pos_04,evidence_localization_failure,47,80,0.5875
qwen3:14b,direct,16000,pos_05,answer_conversion_failure,15,80,0.1875
qwen3:14b,direct,16000,pos_05,evidence_integration_failure,27,80,0.3375
qwen3:14b,direct,16000,pos_05,evidence_localization_failure,34,80,0.425
qwen3:14b,direct,16000,pos_05,evidence_selection_failure,4,80,0.05
qwen3:14b,direct,16000,pos_06,answer_conversion_failure,38,80,0.475
qwen3:14b,direct,16000,pos_06,evidence_integration_failure,42,80,0.525
qwen3:14b,direct,16000,pos_07,answer_conversion_failure,39,80,0.4875
qwen3:14b,direct,16000,pos_07,evidence_integration_failure,40,80,0.5
qwen3:14b,direct,16000,pos_07,success,1,80,0.0125
qwen3:14b,direct,16000,pos_08,answer_conversion_failure,20,80,0.25
qwen3:14b,direct,16000,pos_08,success,60,80,0.75
qwen3:14b,direct,16000,pos_09,answer_conversion_failure,20,80,0.25
qwen3:14b,direct,16000,pos_09,evidence_integration_failure,1,80,0.0125
qwen3:14b,direct,16000,pos_09,evidence_localization_failure,1,80,0.0125
qwen3:14b,direct,16000,pos_09,success,58,80,0.725
qwen3:14b,direct,32000,pos_00,answer_conversion_failure,14,80,0.175
qwen3:14b,direct,32000,pos_00,evidence_integration_failure,21,80,0.2625
qwen3:14b,direct,32000,pos_00,evidence_localization_failure,41,80,0.5125
qwen3:14b,direct,32000,pos_00,evidence_selection_failure,4,80,0.05
qwen3:14b,direct,32000,pos_01,answer_conversion_failure,20,80,0.25
qwen3:14b,direct,32000,pos_01,evidence_integration_failure,21,80,0.2625
qwen3:14b,direct,32000,pos_01,evidence_localization_failure,39,80,0.4875
qwen3:14b,direct,32000,pos_02,answer_conversion_failure,19,80,0.2375
qwen3:14b,direct,32000,pos_02,evidence_integration_failure,24,80,0.3
qwen3:14b,direct,32000,pos_02,evidence_localization_failure,36,80,0.45
qwen3:14b,direct,32000,pos_02,evidence_selection_failure,1,80,0.0125
qwen3:14b,direct,32000,pos_03,answer_conversion_failure,16,80,0.2
qwen3:14b,direct,32000,pos_03,evidence_integration_failure,20,80,0.25
qwen3:14b,direct,32000,pos_03,evidence_localization_failure,44,80,0.55
qwen3:14b,direct,32000,pos_04,answer_conversion_failure,17,80,0.2125
qwen3:14b,direct,32000,pos_04,evidence_integration_failure,19,80,0.2375
qwen3:14b,direct,32000,pos_04,evidence_localization_failure,44,80,0.55
qwen3:14b,direct,32000,pos_05,answer_conversion_failure,20,80,0.25
qwen3:14b,direct,32000,pos_05,evidence_integration_failure,19,80,0.2375
qwen3:14b,direct,32000,pos_05,evidence_localization_failure,41,80,0.5125
qwen3:14b,direct,32000,pos_06,answer_conversion_failure,18,80,0.225
qwen3:14b,direct,32000,pos_06,evidence_integration_failure,21,80,0.2625
qwen3:14b,direct,32000,pos_06,evidence_localization_failure,41,80,0.5125
qwen3:14b,direct,32000,pos_07,answer_conversion_failure,8,80,0.1
qwen3:14b,direct,32000,pos_07,evidence_integration_failure,27,80,0.3375
qwen3:14b,direct,32000,pos_07,evidence_localization_failure,41,80,0.5125
qwen3:14b,direct,32000,pos_07,evidence_selection_failure,4,80,0.05
qwen3:14b,direct,32000,pos_08,answer_conversion_failure,29,80,0.3625
qwen3:14b,direct,32000,pos_08,evidence_integration_failure,50,80,0.625
qwen3:14b,direct,32000,pos_08,evidence_localization_failure,1,80,0.0125
qwen3:14b,direct,32000,pos_09,answer_conversion_failure,21,80,0.2625
qwen3:14b,direct,32000,pos_09,evidence_localization_failure,1,80,0.0125
qwen3:14b,direct,32000,pos_09,success,58,80,0.725
qwen3:14b,direct,4000,pos_00,answer_conversion_failure,31,80,0.3875
qwen3:14b,direct,4000,pos_00,evidence_integration_failure,5,80,0.0625
qwen3:14b,direct,4000,pos_00,success,44,80,0.55
qwen3:14b,direct,4000,pos_01,answer_conversion_failure,21,80,0.2625
qwen3:14b,direct,4000,pos_01,evidence_integration_failure,1,80,0.0125
qwen3:14b,direct,4000,pos_01,evidence_selection_failure,1,80,0.0125
qwen3:14b,direct,4000,pos_01,success,57,80,0.7125
qwen3:14b,direct,4000,pos_02,answer_conversion_failure,23,80,0.2875
qwen3:14b,direct,4000,pos_02,evidence_selection_failure,4,80,0.05
qwen3:14b,direct,4000,pos_02,success,53,80,0.6625
qwen3:14b,direct,4000,pos_03,answer_conversion_failure,18,80,0.225
qwen3:14b,direct,4000,pos_03,evidence_selection_failure,3,80,0.0375
qwen3:14b,direct,4000,pos_03,success,59,80,0.7375
qwen3:14b,direct,4000,pos_04,answer_conversion_failure,19,80,0.2375
qwen3:14b,direct,4000,pos_04,evidence_selection_failure,5,80,0.0625
qwen3:14b,direct,4000,pos_04,success,56,80,0.7
qwen3:14b,direct,4000,pos_05,answer_conversion_failure,18,80,0.225
qwen3:14b,direct,4000,pos_05,evidence_selection_failure,3,80,0.0375
qwen3:14b,direct,4000,pos_05,success,59,80,0.7375
qwen3:14b,direct,4000,pos_06,answer_conversion_failure,15,80,0.1875
qwen3:14b,direct,4000,pos_06,success,65,80,0.8125
qwen3:14b,direct,4000,pos_07,answer_conversion_failure,12,80,0.15
qwen3:14b,direct,4000,pos_07,evidence_integration_failure,5,80,0.0625
qwen3:14b,direct,4000,pos_07,evidence_selection_failure,2,80,0.025
qwen3:14b,direct,4000,pos_07,success,61,80,0.7625
qwen3:14b,direct,4000,pos_08,answer_conversion_failure,16,80,0.2
qwen3:14b,direct,4000,pos_08,evidence_integration_failure,5,80,0.0625
qwen3:14b,direct,4000,pos_08,evidence_selection_failure,2,80,0.025
qwen3:14b,direct,4000,pos_08,success,57,80,0.7125
qwen3:14b,direct,4000,pos_09,answer_conversion_failure,17,80,0.2125
qwen3:14b,direct,4000,pos_09,success,63,80,0.7875
qwen3:14b,direct,8000,pos_00,answer_conversion_failure,14,80,0.175
qwen3:14b,direct,8000,pos_00,evidence_integration_failure,25,80,0.3125
qwen3:14b,direct,8000,pos_00,evidence_localization_failure,41,80,0.5125
qwen3:14b,direct,8000,pos_01,answer_conversion_failure,15,80,0.1875
qwen3:14b,direct,8000,pos_01,evidence_integration_failure,25,80,0.3125
qwen3:14b,direct,8000,pos_01,evidence_localization_failure,40,80,0.5
qwen3:14b,direct,8000,pos_02,answer_conversion_failure,60,80,0.75
qwen3:14b,direct,8000,pos_02,evidence_integration_failure,20,80,0.25
qwen3:14b,direct,8000,pos_03,answer_conversion_failure,60,80,0.75
qwen3:14b,direct,8000,pos_03,evidence_integration_failure,18,80,0.225
qwen3:14b,direct,8000,pos_03,success,2,80,0.025
qwen3:14b,direct,8000,pos_04,answer_conversion_failure,63,80,0.7875
qwen3:14b,direct,8000,pos_04,evidence_integration_failure,16,80,0.2
qwen3:14b,direct,8000,pos_04,evidence_localization_failure,1,80,0.0125
qwen3:14b,direct,8000,pos_05,answer_conversion_failure,56,80,0.7
qwen3:14b,direct,8000,pos_05,evidence_integration_failure,22,80,0.275
qwen3:14b,direct,8000,pos_05,evidence_localization_failure,1,80,0.0125
qwen3:14b,direct,8000,pos_05,evidence_selection_failure,1,80,0.0125
qwen3:14b,direct,8000,pos_06,answer_conversion_failure,26,80,0.325
qwen3:14b,direct,8000,pos_06,evidence_integration_failure,1,80,0.0125
qwen3:14b,direct,8000,pos_06,evidence_selection_failure,3,80,0.0375
qwen3:14b,direct,8000,pos_06,success,50,80,0.625
qwen3:14b,direct,8000,pos_07,answer_conversion_failure,18,80,0.225
qwen3:14b,direct,8000,pos_07,success,62,80,0.775
qwen3:14b,direct,8000,pos_08,answer_conversion_failure,24,80,0.3
qwen3:14b,direct,8000,pos_08,success,56,80,0.7
qwen3:14b,direct,8000,pos_09,answer_conversion_failure,21,80,0.2625
qwen3:14b,direct,8000,pos_09,success,59,80,0.7375
qwen3:14b,retrieve_then_read,16000,pos_00,answer_conversion_failure,20,80,0.25
qwen3:14b,retrieve_then_read,16000,pos_00,evidence_selection_failure,5,80,0.0625
qwen3:14b,retrieve_then_read,16000,pos_00,success,55,80,0.6875
qwen3:14b,retrieve_then_read,16000,pos_01,answer_conversion_failure,32,80,0.4
qwen3:14b,retrieve_then_read,16000,pos_01,evidence_selection_failure,3,80,0.0375
qwen3:14b,retrieve_then_read,16000,pos_01,success,45,80,0.5625
qwen3:14b,retrieve_then_read,16000,pos_02,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,16000,pos_02,evidence_selection_failure,2,80,0.025
qwen3:14b,retrieve_then_read,16000,pos_02,success,47,80,0.5875
qwen3:14b,retrieve_then_read,16000,pos_03,answer_conversion_failure,28,80,0.35
qwen3:14b,retrieve_then_read,16000,pos_03,success,52,80,0.65
qwen3:14b,retrieve_then_read,16000,pos_04,answer_conversion_failure,32,80,0.4
qwen3:14b,retrieve_then_read,16000,pos_04,evidence_selection_failure,4,80,0.05
qwen3:14b,retrieve_then_read,16000,pos_04,success,44,80,0.55
qwen3:14b,retrieve_then_read,16000,pos_05,answer_conversion_failure,36,80,0.45
qwen3:14b,retrieve_then_read,16000,pos_05,evidence_selection_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,16000,pos_05,success,43,80,0.5375
qwen3:14b,retrieve_then_read,16000,pos_06,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,16000,pos_06,success,49,80,0.6125
qwen3:14b,retrieve_then_read,16000,pos_07,answer_conversion_failure,33,80,0.4125
qwen3:14b,retrieve_then_read,16000,pos_07,evidence_selection_failure,1,80,0.0125
qwen3:14b,retrieve_then_read,16000,pos_07,success,46,80,0.575
qwen3:14b,retrieve_then_read,16000,pos_08,answer_conversion_failure,28,80,0.35
qwen3:14b,retrieve_then_read,16000,pos_08,evidence_integration_failure,5,80,0.0625
qwen3:14b,retrieve_then_read,16000,pos_08,success,47,80,0.5875
qwen3:14b,retrieve_then_read,16000,pos_09,answer_conversion_failure,29,80,0.3625
qwen3:14b,retrieve_then_read,16000,pos_09,evidence_selection_failure,5,80,0.0625
qwen3:14b,retrieve_then_read,16000,pos_09,success,46,80,0.575
qwen3:14b,retrieve_then_read,32000,pos_00,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,32000,pos_00,success,46,80,0.575
qwen3:14b,retrieve_then_read,32000,pos_01,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,32000,pos_01,evidence_integration_failure,4,80,0.05
qwen3:14b,retrieve_then_read,32000,pos_01,success,45,80,0.5625
qwen3:14b,retrieve_then_read,32000,pos_02,answer_conversion_failure,27,80,0.3375
qwen3:14b,retrieve_then_read,32000,pos_02,success,53,80,0.6625
qwen3:14b,retrieve_then_read,32000,pos_03,answer_conversion_failure,31,80,0.3875
qwen3:14b,retrieve_then_read,32000,pos_03,success,49,80,0.6125
qwen3:14b,retrieve_then_read,32000,pos_04,answer_conversion_failure,34,80,0.425
qwen3:14b,retrieve_then_read,32000,pos_04,success,46,80,0.575
qwen3:14b,retrieve_then_read,32000,pos_05,answer_conversion_failure,36,80,0.45
qwen3:14b,retrieve_then_read,32000,pos_05,success,44,80,0.55
